Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
166	-38	38	20494	166	-38	38	20494	166	-38	38	20494	166	-38	38	20494	166	-38	38	20494	166	-38	38	20494	166	-38	38	20494	166	-38	38	20494
167	-437	41	20535	167	-437	41	20535	167	-437	41	20535	167	-437	41	20535	167	-437	41	20535	167	-437	41	20535	167	-437	41	20535	167	-437	41	20535
168	-17	17	20552	168	-17	17	20552	168	-17	17	20552	168	-17	17	20552	168	-17	17	20552	168	-17	17	20552	168	-17	17	20552	168	-17	17	20552
169	-24	24	20576	169	-24	24	20576	169	-24	24	20576	169	-24	24	20576	169	-24	24	20576	169	-24	24	20576	169	-24	24	20576	169	-24	24	20576
170	-22	22	20598	170	-22	22	20598	170	-22	22	20598	170	-22	22	20598	170	-22	22	20598	170	-22	22	20598	170	-22	22	20598	170	-22	22	20598
171	-1828	1531	22129	171	-1828	1531	22129	171	-1828	1531	22129	171	-1828	1531	22129	171	-1828	1531	22129	171	-1828	1531	22129	171	-1828	1531	22129	171	-1828	1531	22129
172	-34	34	22163	172	-34	34	22163	172	-34	34	22163	172	-34	34	22163	172	-34	34	22163	172	-34	34	22163	172	-34	34	22163	172	-34	34	22163
173	-54	54	22217	173	-54	54	22217	173	-54	54	22217	173	-54	54	22217	173	-54	54	22217	173	-54	54	22217	173	-54	54	22217	173	-54	54	22217
174	-1354	1156	23373	174	-1354	1156	23373	174	-1354	1156	23373	174	-1354	1156	23373	174	-1354	1156	23373	174	-1354	1156	23373	174	-1354	1156	23373	174	-1354	1156	23373
175	-82	82	23455	175	-82	82	23455	175	-82	82	23455	175	-82	82	23455	175	-82	82	23455	175	-82	82	23455	175	-82	82	23455	175	-82	82	23455
176	-362	362	23817	176	-362	362	23817	176	-362	362	23817	176	-362	362	23817	176	-362	362	23817	176	-362	362	23817	176	-362	362	23817	176	-362	362	23817
177	-117	117	23934	177	-117	117	23934	177	-117	117	23934	177	-117	117	23934	177	-117	117	23934	177	-117	117	23934	177	-117	117	23934	177	-117	117	23934
178	-43	43	23977	178	-43	43	23977	178	-43	43	23977	178	-43	43	23977	178	-43	43	23977	178	-43	43	23977	178	-43	43	23977	178	-43	43	23977
179	-134	35	24012	179	-134	35	24012	179	-134	35	24012	179	-134	35	24012	179	-134	35	24012	179	-134	35	24012	179	-134	35	24012	179	-134	35	24012
180	-27	27	24039	180	-27	27	24039	180	-27	27	24039	180	-27	27	24039	180	-27	27	24039	180	-27	27	24039	180	-27	27	24039	180	-27	27	24039
181	-38	38	24077	181	-38	38	24077	181	-38	38	24077	181	-38	38	24077	181	-38	38	24077	181	-38	38	24077	181	-38	38	24077	181	-38	38	24077
182	-23	23	24100	182	-23	23	24100	182	-23	23	24100	182	-23	23	24100	182	-23	23	24100	182	-23	23	24100	182	-23	23	24100	182	-23	23	24100
183	-28	28	24128	183	-28	28	24128	183	-28	28	24128	183	-28	28	24128	183	-28	28	24128	183	-28	28	24128	183	-28	28	24128	183	-28	28	24128
184	-17	17	24145	184	-17	17	24145	184	-17	17	24145	184	-17	17	24145	184	-17	17	24145	184	-17	17	24145	184	-17	17	24145	184	-17	17	24145
185	-21	21	24166	185	-21	21	24166	185	-21	21	24166	185	-21	21	24166	185	-21	21	24166	185	-21	21	24166	185	-21	21	24166	185	-21	21	24166
186	-25	25	24191	186	-25	25	24191	186	-25	25	24191	186	-25	25	24191	186	-25	25	24191	186	-25	25	24191	186	-25	25	24191	186	-25	25	24191
187	-43	43	24234	187	-43	43	24234	187	-43	43	24234	187	-43	43	24234	187	-43	43	24234	187	-43	43	24234	187	-43	43	24234	187	-43	43	24234
188	-29	29	24263	188	-29	29	24263	188	-29	29	24263	188	-29	29	24263	188	-29	29	24263	188	-29	29	24263	188	-29	29	24263	188	-29	29	24263
189	-35	35	24298	189	-35	35	24298	189	-35	35	24298	189	-35	35	24298	189	-35	35	24298	189	-35	35	24298	189	-35	35	24298	189	-35	35	24298
190	-140	140	24438	190	-140	140	24438	190	-140	140	24438	190	-140	140	24438	190	-140	140	24438	190	-140	140	24438	190	-140	140	24438	190	-140	140	24438
191	-50	50	24488	191	-50	50	24488	191	-50	50	24488	191	-50	50	24488	191	-50	50	24488	191	-50	50	24488	191	-50	50	24488	191	-50	50	24488
192	-331	331	24819	192	-331	331	24819	192	-331	331	24819	192	-331	331	24819	192	-331	331	24819	192	-331	331	24819	192	-331	331	24819	192	-331	331	24819
193	-469	469	25288	193	-469	469	25288	193	-469	469	25288	193	-469	469	25288	193	-469	469	25288	193	-469	469	25288	193	-469	469	25288	193	-469	469	25288
194	-3174	2283	27571	194	-3174	2283	27571	194	-3174	2283	27571	194	-3174	2283	27571	194	-3174	2283	27571	194	-3174	2283	27571	194	-3174	2283	27571	194	-3174	2283	27571
195	-292	94	27665	195	-292	94	27665	195	-292	94	27665	195	-292	94	27665	195	-292	94	27665	195	-292	94	27665	195	-292	94	27665	195	-292	94	27665
196	-45	45	27710	196	-45	45	27710	196	-45	45	27710	196	-45	45	27710	196	-45	45	27710	196	-45	45	27710	196	-45	45	27710	196	-45	45	27710
197	-37	37	27747	197	-37	37	27747	197	-37	37	27747	197	-37	37	27747	197	-37	37	27747	197	-37	37	27747	197	-37	37	27747	197	-37	37	27747
198	-25	25	27772	198	-25	25	27772	198	-25	25	27772	198	-25	25	27772	198	-25	25	27772	198	-25	25	27772	198	-25	25	27772	198	-25	25	27772
199	-164	65	27837	199	-164	65	27837	199	-164	65	27837	199	-164	65	27837	199	-164	65	27837	199	-164	65	27837	199	-164	65	27837	199	-164	65	27837
