Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
126	-23	23	6432	126	-23	23	6432	126	-23	23	6432	126	-23	23	6432	126	-23	23	6432	126	-23	23	6432	126	-23	23	6432	126	-23	23	6432	126	-23	23	6432	126	-23	23	6432
127	-21	21	6453	127	-21	21	6453	127	-21	21	6453	127	-21	21	6453	127	-21	21	6453	127	-21	21	6453	127	-21	21	6453	127	-21	21	6453	127	-21	21	6453	127	-21	21	6453
128	-19	19	6472	128	-19	19	6472	128	-19	19	6472	128	-19	19	6472	128	-19	19	6472	128	-19	19	6472	128	-19	19	6472	128	-19	19	6472	128	-19	19	6472	128	-19	19	6472
129	-181	82	6554	129	-181	82	6554	129	-181	82	6554	129	-181	82	6554	129	-181	82	6554	129	-181	82	6554	129	-181	82	6554	129	-181	82	6554	129	-181	82	6554	129	-181	82	6554
130	-37	37	6591	130	-37	37	6591	130	-37	37	6591	130	-37	37	6591	130	-37	37	6591	130	-37	37	6591	130	-37	37	6591	130	-37	37	6591	130	-37	37	6591	130	-37	37	6591
131	-120	21	6612	131	-120	21	6612	131	-120	21	6612	131	-120	21	6612	131	-120	21	6612	131	-120	21	6612	131	-120	21	6612	131	-120	21	6612	131	-120	21	6612	131	-120	21	6612
132	-17	17	6629	132	-17	17	6629	132	-17	17	6629	132	-17	17	6629	132	-17	17	6629	132	-17	17	6629	132	-17	17	6629	132	-17	17	6629	132	-17	17	6629	132	-17	17	6629
133	-25	25	6654	133	-25	25	6654	133	-25	25	6654	133	-25	25	6654	133	-25	25	6654	133	-25	25	6654	133	-25	25	6654	133	-25	25	6654	133	-25	25	6654	133	-25	25	6654
134	-25	25	6679	134	-25	25	6679	134	-25	25	6679	134	-25	25	6679	134	-25	25	6679	134	-25	25	6679	134	-25	25	6679	134	-25	25	6679	134	-25	25	6679	134	-25	25	6679
135	-27	27	6706	135	-27	27	6706	135	-27	27	6706	135	-27	27	6706	135	-27	27	6706	135	-27	27	6706	135	-27	27	6706	135	-27	27	6706	135	-27	27	6706	135	-27	27	6706
136	-21	21	6727	136	-21	21	6727	136	-21	21	6727	136	-21	21	6727	136	-21	21	6727	136	-21	21	6727	136	-21	21	6727	136	-21	21	6727	136	-21	21	6727	136	-21	21	6727
137	-17	17	6744	137	-17	17	6744	137	-17	17	6744	137	-17	17	6744	137	-17	17	6744	137	-17	17	6744	137	-17	17	6744	137	-17	17	6744	137	-17	17	6744	137	-17	17	6744
138	-17	17	6761	138	-17	17	6761	138	-17	17	6761	138	-17	17	6761	138	-17	17	6761	138	-17	17	6761	138	-17	17	6761	138	-17	17	6761	138	-17	17	6761	138	-17	17	6761
139	-85	85	6846	139	-85	85	6846	139	-85	85	6846	139	-85	85	6846	139	-85	85	6846	139	-85	85	6846	139	-85	85	6846	139	-85	85	6846	139	-85	85	6846	139	-85	85	6846
140	-30	30	6876	140	-30	30	6876	140	-30	30	6876	140	-30	30	6876	140	-30	30	6876	140	-30	30	6876	140	-30	30	6876	140	-30	30	6876	140	-30	30	6876	140	-30	30	6876
141	-15	15	6891	141	-15	15	6891	141	-15	15	6891	141	-15	15	6891	141	-15	15	6891	141	-15	15	6891	141	-15	15	6891	141	-15	15	6891	141	-15	15	6891	141	-15	15	6891
142	-628	331	7222	142	-628	331	7222	142	-628	331	7222	142	-628	331	7222	142	-628	331	7222	142	-628	331	7222	142	-628	331	7222	142	-628	331	7222	142	-628	331	7222	142	-628	331	7222
143	-25	25	7247	143	-25	25	7247	143	-25	25	7247	143	-25	25	7247	143	-25	25	7247	143	-25	25	7247	143	-25	25	7247	143	-25	25	7247	143	-25	25	7247	143	-25	25	7247
144	-254	155	7402	144	-254	155	7402	144	-254	155	7402	144	-254	155	7402	144	-254	155	7402	144	-254	155	7402	144	-254	155	7402	144	-254	155	7402	144	-254	155	7402	144	-254	155	7402
145	-19	19	7421	145	-19	19	7421	145	-19	19	7421	145	-19	19	7421	145	-19	19	7421	145	-19	19	7421	145	-19	19	7421	145	-19	19	7421	145	-19	19	7421	145	-19	19	7421
146	-17	17	7438	146	-17	17	7438	146	-17	17	7438	146	-17	17	7438	146	-17	17	7438	146	-17	17	7438	146	-17	17	7438	146	-17	17	7438	146	-17	17	7438	146	-17	17	7438
147	-33	33	7471	147	-33	33	7471	147	-33	33	7471	147	-33	33	7471	147	-33	33	7471	147	-33	33	7471	147	-33	33	7471	147	-33	33	7471	147	-33	33	7471	147	-33	33	7471
148	-23	23	7494	148	-23	23	7494	148	-23	23	7494	148	-23	23	7494	148	-23	23	7494	148	-23	23	7494	148	-23	23	7494	148	-23	23	7494	148	-23	23	7494	148	-23	23	7494
149	-23	23	7517	149	-23	23	7517	149	-23	23	7517	149	-23	23	7517	149	-23	23	7517	149	-23	23	7517	149	-23	23	7517	149	-23	23	7517	149	-23	23	7517	149	-23	23	7517
150	-166	67	7584	150	-166	67	7584	150	-166	67	7584	150	-166	67	7584	150	-166	67	7584	150	-166	67	7584	150	-166	67	7584	150	-166	67	7584	150	-166	67	7584	150	-166	67	7584
151	-34	34	7618	151	-34	34	7618	151	-34	34	7618	151	-34	34	7618	151	-34	34	7618	151	-34	34	7618	151	-34	34	7618	151	-34	34	7618	151	-34	34	7618	151	-34	34	7618
152	-18	18	7636	152	-18	18	7636	152	-18	18	7636	152	-18	18	7636	152	-18	18	7636	152	-18	18	7636	152	-18	18	7636	152	-18	18	7636	152	-18	18	7636	152	-18	18	7636
153	-35	35	7671	153	-35	35	7671	153	-35	35	7671	153	-35	35	7671	153	-35	35	7671	153	-35	35	7671	153	-35	35	7671	153	-35	35	7671	153	-35	35	7671	153	-35	35	7671
154	-17	17	7688	154	-17	17	7688	154	-17	17	7688	154	-17	17	7688	154	-17	17	7688	154	-17	17	7688	154	-17	17	7688	154	-17	17	7688	154	-17	17	7688	154	-17	17	7688
155	-25	25	7713	155	-25	25	7713	155	-25	25	7713	155	-25	25	7713	155	-25	25	7713	155	-25	25	7713	155	-25	25	7713	155	-25	25	7713	155	-25	25	7713	155	-25	25	7713
156	-19	19	7732	156	-19	19	7732	156	-19	19	7732	156	-19	19	7732	156	-19	19	7732	156	-19	19	7732	156	-19	19	7732	156	-19	19	7732	156	-19	19	7732	156	-19	19	7732
157	-21	21	7753	157	-21	21	7753	157	-21	21	7753	157	-21	21	7753	157	-21	21	7753	157	-21	21	7753	157	-21	21	7753	157	-21	21	7753	157	-21	21	7753	157	-21	21	7753
158	-19	19	7772	158	-19	19	7772	158	-19	19	7772	158	-19	19	7772	158	-19	19	7772	158	-19	19	7772	158	-19	19	7772	158	-19	19	7772	158	-19	19	7772	158	-19	19	7772
159	-19	19	7791	159	-19	19	7791	159	-19	19	7791	159	-19	19	7791	159	-19	19	7791	159	-19	19	7791	159	-19	19	7791	159	-19	19	7791	159	-19	19	7791	159	-19	19	7791
160	-17	17	7808	160	-17	17	7808	160	-17	17	7808	160	-17	17	7808	160	-17	17	7808	160	-17	17	7808	160	-17	17	7808	160	-17	17	7808	160	-17	17	7808	160	-17	17	7808
161	-22	22	7830	161	-22	22	7830	161	-22	22	7830	161	-22	22	7830	161	-22	22	7830	161	-22	22	7830	161	-22	22	7830	161	-22	22	7830	161	-22	22	7830	161	-22	22	7830
162	-25	25	7855	162	-25	25	7855	162	-25	25	7855	162	-25	25	7855	162	-25	25	7855	162	-25	25	7855	162	-25	25	7855	162	-25	25	7855	162	-25	25	7855	162	-25	25	7855
163	-25	25	7880	163	-25	25	7880	163	-25	25	7880	163	-25	25	7880	163	-25	25	7880	163	-25	25	7880	163	-25	25	7880	163	-25	25	7880	163	-25	25	7880	163	-25	25	7880
164	-20	20	7900	164	-20	20	7900	164	-20	20	7900	164	-20	20	7900	164	-20	20	7900	164	-20	20	7900	164	-20	20	7900	164	-20	20	7900	164	-20	20	7900	164	-20	20	7900
165	-22	22	7922	165	-22	22	7922	165	-22	22	7922	165	-22	22	7922	165	-22	22	7922	165	-22	22	7922	165	-22	22	7922	165	-22	22	7922	165	-22	22	7922	165	-22	22	7922
166	-24	24	7946	166	-24	24	7946	166	-24	24	7946	166	-24	24	7946	166	-24	24	7946	166	-24	24	7946	166	-24	24	7946	166	-24	24	7946	166	-24	24	7946	166	-24	24	7946
167	-19	19	7965	167	-19	19	7965	167	-19	19	7965	167	-19	19	7965	167	-19	19	7965	167	-19	19	7965	167	-19	19	7965	167	-19	19	7965	167	-19	19	7965	167	-19	19	7965
168	-132	33	7998	168	-132	33	7998	168	-132	33	7998	168	-132	33	7998	168	-132	33	7998	168	-132	33	7998	168	-132	33	7998	168	-132	33	7998	168	-132	33	7998	168	-132	33	7998
169	-25	25	8023	169	-25	25	8023	169	-25	25	8023	169	-25	25	8023	169	-25	25	8023	169	-25	25	8023	169	-25	25	8023	169	-25	25	8023	169	-25	25	8023	169	-25	25	8023
170	-59	59	8082	170	-59	59	8082	170	-59	59	8082	170	-59	59	8082	170	-59	59	8082	170	-59	59	8082	170	-59	59	8082	170	-59	59	8082	170	-59	59	8082	170	-59	59	8082
171	-17	17	8099	171	-17	17	8099	171	-17	17	8099	171	-17	17	8099	171	-17	17	8099	171	-17	17	8099	171	-17	17	8099	171	-17	17	8099	171	-17	17	8099	171	-17	17	8099
172	-28	28	8127	172	-28	28	8127	172	-28	28	8127	172	-28	28	8127	172	-28	28	8127	172	-28	28	8127	172	-28	28	8127	172	-28	28	8127	172	-28	28	8127	172	-28	28	8127
173	-31	31	8158	173	-31	31	8158	173	-31	31	8158	173	-31	31	8158	173	-31	31	8158	173	-31	31	8158	173	-31	31	8158	173	-31	31	8158	173	-31	31	8158	173	-31	31	8158
174	-25	25	8183	174	-25	25	8183	174	-25	25	8183	174	-25	25	8183	174	-25	25	8183	174	-25	25	8183	174	-25	25	8183	174	-25	25	8183	174	-25	25	8183	174	-25	25	8183
175	-34	34	8217	175	-34	34	8217	175	-34	34	8217	175	-34	34	8217	175	-34	34	8217	175	-34	34	8217	175	-34	34	8217	175	-34	34	8217	175	-34	34	8217	175	-34	34	8217
176	-26	26	8243	176	-26	26	8243	176	-26	26	8243	176	-26	26	8243	176	-26	26	8243	176	-26	26	8243	176	-26	26	8243	176	-26	26	8243	176	-26	26	8243	176	-26	26	8243
177	-21	21	8264	177	-21	21	8264	177	-21	21	8264	177	-21	21	8264	177	-21	21	8264	177	-21	21	8264	177	-21	21	8264	177	-21	21	8264	177	-21	21	8264	177	-21	21	8264
178	-746	350	8614	178	-746	350	8614	178	-746	350	8614	178	-746	350	8614	178	-746	350	8614	178	-746	350	8614	178	-746	350	8614	178	-746	350	8614	178	-746	350	8614	178	-746	350	8614
179	-25	25	8639	179	-25	25	8639	179	-25	25	8639	179	-25	25	8639	179	-25	25	8639	179	-25	25	8639	179	-25	25	8639	179	-25	25	8639	179	-25	25	8639	179	-25	25	8639
180	-26	26	8665	180	-26	26	8665	180	-26	26	8665	180	-26	26	8665	180	-26	26	8665	180	-26	26	8665	180	-26	26	8665	180	-26	26	8665	180	-26	26	8665	180	-26	26	8665
181	-42	42	8707	181	-42	42	8707	181	-42	42	8707	181	-42	42	8707	181	-42	42	8707	181	-42	42	8707	181	-42	42	8707	181	-42	42	8707	181	-42	42	8707	181	-42	42	8707
182	-19	19	8726	182	-19	19	8726	182	-19	19	8726	182	-19	19	8726	182	-19	19	8726	182	-19	19	8726	182	-19	19	8726	182	-19	19	8726	182	-19	19	8726	182	-19	19	8726
183	-25	25	8751	183	-25	25	8751	183	-25	25	8751	183	-25	25	8751	183	-25	25	8751	183	-25	25	8751	183	-25	25	8751	183	-25	25	8751	183	-25	25	8751	183	-25	25	8751
184	-30	30	8781	184	-30	30	8781	184	-30	30	8781	184	-30	30	8781	184	-30	30	8781	184	-30	30	8781	184	-30	30	8781	184	-30	30	8781	184	-30	30	8781	184	-30	30	8781
185	-18	18	8799	185	-18	18	8799	185	-18	18	8799	185	-18	18	8799	185	-18	18	8799	185	-18	18	8799	185	-18	18	8799	185	-18	18	8799	185	-18	18	8799	185	-18	18	8799
186	-18	18	8817	186	-18	18	8817	186	-18	18	8817	186	-18	18	8817	186	-18	18	8817	186	-18	18	8817	186	-18	18	8817	186	-18	18	8817	186	-18	18	8817	186	-18	18	8817
187	-20	20	8837	187	-20	20	8837	187	-20	20	8837	187	-20	20	8837	187	-20	20	8837	187	-20	20	8837	187	-20	20	8837	187	-20	20	8837	187	-20	20	8837	187	-20	20	8837
188	-19	19	8856	188	-19	19	8856	188	-19	19	8856	188	-19	19	8856	188	-19	19	8856	188	-19	19	8856	188	-19	19	8856	188	-19	19	8856	188	-19	19	8856	188	-19	19	8856
189	-122	23	8879	189	-122	23	8879	189	-122	23	8879	189	-122	23	8879	189	-122	23	8879	189	-122	23	8879	189	-122	23	8879	189	-122	23	8879	189	-122	23	8879	189	-122	23	8879
190	-25	25	8904	190	-25	25	8904	190	-25	25	8904	190	-25	25	8904	190	-25	25	8904	190	-25	25	8904	190	-25	25	8904	190	-25	25	8904	190	-25	25	8904	190	-25	25	8904
191	-19	19	8923	191	-19	19	8923	191	-19	19	8923	191	-19	19	8923	191	-19	19	8923	191	-19	19	8923	191	-19	19	8923	191	-19	19	8923	191	-19	19	8923	191	-19	19	8923
192	-19	19	8942	192	-19	19	8942	192	-19	19	8942	192	-19	19	8942	192	-19	19	8942	192	-19	19	8942	192	-19	19	8942	192	-19	19	8942	192	-19	19	8942	192	-19	19	8942
193	-20	20	8962	193	-20	20	8962	193	-20	20	8962	193	-20	20	8962	193	-20	20	8962	193	-20	20	8962	193	-20	20	8962	193	-20	20	8962	193	-20	20	8962	193	-20	20	8962
194	-21	21	8983	194	-21	21	8983	194	-21	21	8983	194	-21	21	8983	194	-21	21	8983	194	-21	21	8983	194	-21	21	8983	194	-21	21	8983	194	-21	21	8983	194	-21	21	8983
195	-17	17	9000	195	-17	17	9000	195	-17	17	9000	195	-17	17	9000	195	-17	17	9000	195	-17	17	9000	195	-17	17	9000	195	-17	17	9000	195	-17	17	9000	195	-17	17	9000
196	-17	17	9017	196	-17	17	9017	196	-17	17	9017	196	-17	17	9017	196	-17	17	9017	196	-17	17	9017	196	-17	17	9017	196	-17	17	9017	196	-17	17	9017	196	-17	17	9017
197	-53	53	9070	197	-53	53	9070	197	-53	53	9070	197	-53	53	9070	197	-53	53	9070	197	-53	53	9070	197	-53	53	9070	197	-53	53	9070	197	-53	53	9070	197	-53	53	9070
198	-45	45	9115	198	-45	45	9115	198	-45	45	9115	198	-45	45	9115	198	-45	45	9115	198	-45	45	9115	198	-45	45	9115	198	-45	45	9115	198	-45	45	9115	198	-45	45	9115
199	-50	50	9165	199	-50	50	9165	199	-50	50	9165	199	-50	50	9165	199	-50	50	9165	199	-50	50	9165	199	-50	50	9165	199	-50	50	9165	199	-50	50	9165	199	-50	50	9165
