Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
130	-29	29	2698	130	-29	29	2698	130	-29	29	2698	130	-29	29	2698	130	-29	29	2698	130	-29	29	2698	130	-29	29	2698	130	-29	29	2698	130	-29	29	2698	130	-29	29	2698
131	-19	19	2717	131	-19	19	2717	131	-19	19	2717	131	-19	19	2717	131	-19	19	2717	131	-19	19	2717	131	-19	19	2717	131	-19	19	2717	131	-19	19	2717	131	-19	19	2717
132	-19	19	2736	132	-19	19	2736	132	-19	19	2736	132	-19	19	2736	132	-19	19	2736	132	-19	19	2736	132	-19	19	2736	132	-19	19	2736	132	-19	19	2736	132	-19	19	2736
133	-27	27	2763	133	-27	27	2763	133	-27	27	2763	133	-27	27	2763	133	-27	27	2763	133	-27	27	2763	133	-27	27	2763	133	-27	27	2763	133	-27	27	2763	133	-27	27	2763
134	-23	23	2786	134	-23	23	2786	134	-23	23	2786	134	-23	23	2786	134	-23	23	2786	134	-23	23	2786	134	-23	23	2786	134	-23	23	2786	134	-23	23	2786	134	-23	23	2786
135	-21	21	2807	135	-21	21	2807	135	-21	21	2807	135	-21	21	2807	135	-21	21	2807	135	-21	21	2807	135	-21	21	2807	135	-21	21	2807	135	-21	21	2807	135	-21	21	2807
136	-26	26	2833	136	-26	26	2833	136	-26	26	2833	136	-26	26	2833	136	-26	26	2833	136	-26	26	2833	136	-26	26	2833	136	-26	26	2833	136	-26	26	2833	136	-26	26	2833
137	-19	19	2852	137	-19	19	2852	137	-19	19	2852	137	-19	19	2852	137	-19	19	2852	137	-19	19	2852	137	-19	19	2852	137	-19	19	2852	137	-19	19	2852	137	-19	19	2852
138	-19	19	2871	138	-19	19	2871	138	-19	19	2871	138	-19	19	2871	138	-19	19	2871	138	-19	19	2871	138	-19	19	2871	138	-19	19	2871	138	-19	19	2871	138	-19	19	2871
139	-24	24	2895	139	-24	24	2895	139	-24	24	2895	139	-24	24	2895	139	-24	24	2895	139	-24	24	2895	139	-24	24	2895	139	-24	24	2895	139	-24	24	2895	139	-24	24	2895
140	-25	25	2920	140	-25	25	2920	140	-25	25	2920	140	-25	25	2920	140	-25	25	2920	140	-25	25	2920	140	-25	25	2920	140	-25	25	2920	140	-25	25	2920	140	-25	25	2920
141	-21	21	2941	141	-21	21	2941	141	-21	21	2941	141	-21	21	2941	141	-21	21	2941	141	-21	21	2941	141	-21	21	2941	141	-21	21	2941	141	-21	21	2941	141	-21	21	2941
142	-19	19	2960	142	-19	19	2960	142	-19	19	2960	142	-19	19	2960	142	-19	19	2960	142	-19	19	2960	142	-19	19	2960	142	-19	19	2960	142	-19	19	2960	142	-19	19	2960
143	-21	21	2981	143	-21	21	2981	143	-21	21	2981	143	-21	21	2981	143	-21	21	2981	143	-21	21	2981	143	-21	21	2981	143	-21	21	2981	143	-21	21	2981	143	-21	21	2981
144	-20	20	3001	144	-20	20	3001	144	-20	20	3001	144	-20	20	3001	144	-20	20	3001	144	-20	20	3001	144	-20	20	3001	144	-20	20	3001	144	-20	20	3001	144	-20	20	3001
145	-19	19	3020	145	-19	19	3020	145	-19	19	3020	145	-19	19	3020	145	-19	19	3020	145	-19	19	3020	145	-19	19	3020	145	-19	19	3020	145	-19	19	3020	145	-19	19	3020
146	-22	22	3042	146	-22	22	3042	146	-22	22	3042	146	-22	22	3042	146	-22	22	3042	146	-22	22	3042	146	-22	22	3042	146	-22	22	3042	146	-22	22	3042	146	-22	22	3042
147	-19	19	3061	147	-19	19	3061	147	-19	19	3061	147	-19	19	3061	147	-19	19	3061	147	-19	19	3061	147	-19	19	3061	147	-19	19	3061	147	-19	19	3061	147	-19	19	3061
148	-20	20	3081	148	-20	20	3081	148	-20	20	3081	148	-20	20	3081	148	-20	20	3081	148	-20	20	3081	148	-20	20	3081	148	-20	20	3081	148	-20	20	3081	148	-20	20	3081
149	-20	20	3101	149	-20	20	3101	149	-20	20	3101	149	-20	20	3101	149	-20	20	3101	149	-20	20	3101	149	-20	20	3101	149	-20	20	3101	149	-20	20	3101	149	-20	20	3101
150	-23	23	3124	150	-23	23	3124	150	-23	23	3124	150	-23	23	3124	150	-23	23	3124	150	-23	23	3124	150	-23	23	3124	150	-23	23	3124	150	-23	23	3124	150	-23	23	3124
151	-24	24	3148	151	-24	24	3148	151	-24	24	3148	151	-24	24	3148	151	-24	24	3148	151	-24	24	3148	151	-24	24	3148	151	-24	24	3148	151	-24	24	3148	151	-24	24	3148
152	-23	23	3171	152	-23	23	3171	152	-23	23	3171	152	-23	23	3171	152	-23	23	3171	152	-23	23	3171	152	-23	23	3171	152	-23	23	3171	152	-23	23	3171	152	-23	23	3171
153	-19	19	3190	153	-19	19	3190	153	-19	19	3190	153	-19	19	3190	153	-19	19	3190	153	-19	19	3190	153	-19	19	3190	153	-19	19	3190	153	-19	19	3190	153	-19	19	3190
154	-19	19	3209	154	-19	19	3209	154	-19	19	3209	154	-19	19	3209	154	-19	19	3209	154	-19	19	3209	154	-19	19	3209	154	-19	19	3209	154	-19	19	3209	154	-19	19	3209
155	-19	19	3228	155	-19	19	3228	155	-19	19	3228	155	-19	19	3228	155	-19	19	3228	155	-19	19	3228	155	-19	19	3228	155	-19	19	3228	155	-19	19	3228	155	-19	19	3228
156	-21	21	3249	156	-21	21	3249	156	-21	21	3249	156	-21	21	3249	156	-21	21	3249	156	-21	21	3249	156	-21	21	3249	156	-21	21	3249	156	-21	21	3249	156	-21	21	3249
157	-21	21	3270	157	-21	21	3270	157	-21	21	3270	157	-21	21	3270	157	-21	21	3270	157	-21	21	3270	157	-21	21	3270	157	-21	21	3270	157	-21	21	3270	157	-21	21	3270
158	-19	19	3289	158	-19	19	3289	158	-19	19	3289	158	-19	19	3289	158	-19	19	3289	158	-19	19	3289	158	-19	19	3289	158	-19	19	3289	158	-19	19	3289	158	-19	19	3289
159	-23	23	3312	159	-23	23	3312	159	-23	23	3312	159	-23	23	3312	159	-23	23	3312	159	-23	23	3312	159	-23	23	3312	159	-23	23	3312	159	-23	23	3312	159	-23	23	3312
160	-21	21	3333	160	-21	21	3333	160	-21	21	3333	160	-21	21	3333	160	-21	21	3333	160	-21	21	3333	160	-21	21	3333	160	-21	21	3333	160	-21	21	3333	160	-21	21	3333
161	-19	19	3352	161	-19	19	3352	161	-19	19	3352	161	-19	19	3352	161	-19	19	3352	161	-19	19	3352	161	-19	19	3352	161	-19	19	3352	161	-19	19	3352	161	-19	19	3352
162	-19	19	3371	162	-19	19	3371	162	-19	19	3371	162	-19	19	3371	162	-19	19	3371	162	-19	19	3371	162	-19	19	3371	162	-19	19	3371	162	-19	19	3371	162	-19	19	3371
163	-24	24	3395	163	-24	24	3395	163	-24	24	3395	163	-24	24	3395	163	-24	24	3395	163	-24	24	3395	163	-24	24	3395	163	-24	24	3395	163	-24	24	3395	163	-24	24	3395
164	-20	20	3415	164	-20	20	3415	164	-20	20	3415	164	-20	20	3415	164	-20	20	3415	164	-20	20	3415	164	-20	20	3415	164	-20	20	3415	164	-20	20	3415	164	-20	20	3415
165	-19	19	3434	165	-19	19	3434	165	-19	19	3434	165	-19	19	3434	165	-19	19	3434	165	-19	19	3434	165	-19	19	3434	165	-19	19	3434	165	-19	19	3434	165	-19	19	3434
166	-25	25	3459	166	-25	25	3459	166	-25	25	3459	166	-25	25	3459	166	-25	25	3459	166	-25	25	3459	166	-25	25	3459	166	-25	25	3459	166	-25	25	3459	166	-25	25	3459
167	-21	21	3480	167	-21	21	3480	167	-21	21	3480	167	-21	21	3480	167	-21	21	3480	167	-21	21	3480	167	-21	21	3480	167	-21	21	3480	167	-21	21	3480	167	-21	21	3480
168	-19	19	3499	168	-19	19	3499	168	-19	19	3499	168	-19	19	3499	168	-19	19	3499	168	-19	19	3499	168	-19	19	3499	168	-19	19	3499	168	-19	19	3499	168	-19	19	3499
169	-19	19	3518	169	-19	19	3518	169	-19	19	3518	169	-19	19	3518	169	-19	19	3518	169	-19	19	3518	169	-19	19	3518	169	-19	19	3518	169	-19	19	3518	169	-19	19	3518
170	-19	19	3537	170	-19	19	3537	170	-19	19	3537	170	-19	19	3537	170	-19	19	3537	170	-19	19	3537	170	-19	19	3537	170	-19	19	3537	170	-19	19	3537	170	-19	19	3537
171	-22	22	3559	171	-22	22	3559	171	-22	22	3559	171	-22	22	3559	171	-22	22	3559	171	-22	22	3559	171	-22	22	3559	171	-22	22	3559	171	-22	22	3559	171	-22	22	3559
172	-24	24	3583	172	-24	24	3583	172	-24	24	3583	172	-24	24	3583	172	-24	24	3583	172	-24	24	3583	172	-24	24	3583	172	-24	24	3583	172	-24	24	3583	172	-24	24	3583
173	-19	19	3602	173	-19	19	3602	173	-19	19	3602	173	-19	19	3602	173	-19	19	3602	173	-19	19	3602	173	-19	19	3602	173	-19	19	3602	173	-19	19	3602	173	-19	19	3602
174	-24	24	3626	174	-24	24	3626	174	-24	24	3626	174	-24	24	3626	174	-24	24	3626	174	-24	24	3626	174	-24	24	3626	174	-24	24	3626	174	-24	24	3626	174	-24	24	3626
175	-21	21	3647	175	-21	21	3647	175	-21	21	3647	175	-21	21	3647	175	-21	21	3647	175	-21	21	3647	175	-21	21	3647	175	-21	21	3647	175	-21	21	3647	175	-21	21	3647
176	-19	19	3666	176	-19	19	3666	176	-19	19	3666	176	-19	19	3666	176	-19	19	3666	176	-19	19	3666	176	-19	19	3666	176	-19	19	3666	176	-19	19	3666	176	-19	19	3666
177	-21	21	3687	177	-21	21	3687	177	-21	21	3687	177	-21	21	3687	177	-21	21	3687	177	-21	21	3687	177	-21	21	3687	177	-21	21	3687	177	-21	21	3687	177	-21	21	3687
178	-23	23	3710	178	-23	23	3710	178	-23	23	3710	178	-23	23	3710	178	-23	23	3710	178	-23	23	3710	178	-23	23	3710	178	-23	23	3710	178	-23	23	3710	178	-23	23	3710
179	-23	23	3733	179	-23	23	3733	179	-23	23	3733	179	-23	23	3733	179	-23	23	3733	179	-23	23	3733	179	-23	23	3733	179	-23	23	3733	179	-23	23	3733	179	-23	23	3733
180	-23	23	3756	180	-23	23	3756	180	-23	23	3756	180	-23	23	3756	180	-23	23	3756	180	-23	23	3756	180	-23	23	3756	180	-23	23	3756	180	-23	23	3756	180	-23	23	3756
181	-19	19	3775	181	-19	19	3775	181	-19	19	3775	181	-19	19	3775	181	-19	19	3775	181	-19	19	3775	181	-19	19	3775	181	-19	19	3775	181	-19	19	3775	181	-19	19	3775
182	-21	21	3796	182	-21	21	3796	182	-21	21	3796	182	-21	21	3796	182	-21	21	3796	182	-21	21	3796	182	-21	21	3796	182	-21	21	3796	182	-21	21	3796	182	-21	21	3796
183	-21	21	3817	183	-21	21	3817	183	-21	21	3817	183	-21	21	3817	183	-21	21	3817	183	-21	21	3817	183	-21	21	3817	183	-21	21	3817	183	-21	21	3817	183	-21	21	3817
184	-19	19	3836	184	-19	19	3836	184	-19	19	3836	184	-19	19	3836	184	-19	19	3836	184	-19	19	3836	184	-19	19	3836	184	-19	19	3836	184	-19	19	3836	184	-19	19	3836
185	-22	22	3858	185	-22	22	3858	185	-22	22	3858	185	-22	22	3858	185	-22	22	3858	185	-22	22	3858	185	-22	22	3858	185	-22	22	3858	185	-22	22	3858	185	-22	22	3858
186	-19	19	3877	186	-19	19	3877	186	-19	19	3877	186	-19	19	3877	186	-19	19	3877	186	-19	19	3877	186	-19	19	3877	186	-19	19	3877	186	-19	19	3877	186	-19	19	3877
187	-23	23	3900	187	-23	23	3900	187	-23	23	3900	187	-23	23	3900	187	-23	23	3900	187	-23	23	3900	187	-23	23	3900	187	-23	23	3900	187	-23	23	3900	187	-23	23	3900
188	-28	28	3928	188	-28	28	3928	188	-28	28	3928	188	-28	28	3928	188	-28	28	3928	188	-28	28	3928	188	-28	28	3928	188	-28	28	3928	188	-28	28	3928	188	-28	28	3928
189	-22	22	3950	189	-22	22	3950	189	-22	22	3950	189	-22	22	3950	189	-22	22	3950	189	-22	22	3950	189	-22	22	3950	189	-22	22	3950	189	-22	22	3950	189	-22	22	3950
190	-21	21	3971	190	-21	21	3971	190	-21	21	3971	190	-21	21	3971	190	-21	21	3971	190	-21	21	3971	190	-21	21	3971	190	-21	21	3971	190	-21	21	3971	190	-21	21	3971
191	-19	19	3990	191	-19	19	3990	191	-19	19	3990	191	-19	19	3990	191	-19	19	3990	191	-19	19	3990	191	-19	19	3990	191	-19	19	3990	191	-19	19	3990	191	-19	19	3990
192	-121	22	4012	192	-121	22	4012	192	-121	22	4012	192	-121	22	4012	192	-121	22	4012	192	-121	22	4012	192	-121	22	4012	192	-121	22	4012	192	-121	22	4012	192	-121	22	4012
193	-27	27	4039	193	-27	27	4039	193	-27	27	4039	193	-27	27	4039	193	-27	27	4039	193	-27	27	4039	193	-27	27	4039	193	-27	27	4039	193	-27	27	4039	193	-27	27	4039
194	-24	24	4063	194	-24	24	4063	194	-24	24	4063	194	-24	24	4063	194	-24	24	4063	194	-24	24	4063	194	-24	24	4063	194	-24	24	4063	194	-24	24	4063	194	-24	24	4063
195	-21	21	4084	195	-21	21	4084	195	-21	21	4084	195	-21	21	4084	195	-21	21	4084	195	-21	21	4084	195	-21	21	4084	195	-21	21	4084	195	-21	21	4084	195	-21	21	4084
196	-124	25	4109	196	-124	25	4109	196	-124	25	4109	196	-124	25	4109	196	-124	25	4109	196	-124	25	4109	196	-124	25	4109	196	-124	25	4109	196	-124	25	4109	196	-124	25	4109
197	-20	20	4129	197	-20	20	4129	197	-20	20	4129	197	-20	20	4129	197	-20	20	4129	197	-20	20	4129	197	-20	20	4129	197	-20	20	4129	197	-20	20	4129	197	-20	20	4129
198	-19	19	4148	198	-19	19	4148	198	-19	19	4148	198	-19	19	4148	198	-19	19	4148	198	-19	19	4148	198	-19	19	4148	198	-19	19	4148	198	-19	19	4148	198	-19	19	4148
199	-25	25	4173	199	-25	25	4173	199	-25	25	4173	199	-25	25	4173	199	-25	25	4173	199	-25	25	4173	199	-25	25	4173	199	-25	25	4173	199	-25	25	4173	199	-25	25	4173
