Episode	Accumulated Reward	Length	Steps
137	-1.0	2	143
138	-1.0	2	145
139	-1.0	1	146
140	-1.0	1	147
141	-1.0	1	148
142	-1.0	1	149
143	-1.0	1	150
144	-1.0	1	151
145	1.0	1	152
146	-1.0	1	153
147	-1.0	1	154
148	-1.0	2	156
149	-1.0	1	157
150	-1.0	1	158
151	1.0	1	159
152	1.0	1	160
153	-1.0	1	161
154	0.0	1	162
155	1.0	1	163
156	-1.0	1	164
157	-1.0	1	165
158	0.0	1	166
159	1.0	1	167
160	-1.0	1	168
161	-1.0	1	169
162	1.0	1	170
163	1.0	1	171
164	1.0	1	172
165	-1.0	1	173
166	0.0	1	174
167	-1.0	1	175
168	-1.0	1	176
169	1.0	2	178
170	-1.0	1	179
171	-1.0	1	180
172	0.0	1	181
173	-1.0	1	182
174	1.0	1	183
175	-1.0	1	184
176	-1.0	1	185
177	-1.0	1	186
178	-1.0	1	187
179	-1.0	1	188
180	-1.0	1	189
181	-1.0	1	190
182	1.0	1	191
183	-1.0	1	192
184	1.0	1	193
185	1.0	1	194
186	0.0	1	195
187	-1.0	1	196
188	-1.0	1	197
189	1.0	1	198
190	-1.0	1	199
191	-1.0	1	200
192	-1.0	1	201
193	-1.0	1	202
194	1.0	1	203
195	-1.0	1	204
196	1.0	1	205
197	-1.0	1	206
198	-1.0	1	207
199	-1.0	1	208
200	-1.0	1	209
201	-1.0	2	211
202	-1.0	1	212
203	-1.0	2	214
204	1.0	1	215
205	-1.0	1	216
206	-1.0	1	217
207	1.0	1	218
208	-1.0	1	219
209	1.0	1	220
210	-1.0	1	221
211	-1.0	1	222
212	1.0	2	224
213	1.0	1	225
214	1.0	1	226
215	-1.0	1	227
216	-1.0	1	228
217	1.0	1	229
218	-1.0	1	230
219	1.0	1	231
220	1.0	1	232
221	-1.0	1	233
222	-1.0	1	234
223	1.0	1	235
224	1.0	1	236
225	-1.0	1	237
226	-1.0	1	238
227	0.0	1	239
228	1.0	1	240
229	1.0	1	241
230	-1.0	1	242
231	-1.0	1	243
232	-1.0	1	244
233	1.0	1	245
234	-1.0	1	246
235	1.0	1	247
236	1.0	1	248
237	1.0	1	249
238	-1.0	1	250
239	1.0	1	251
240	1.0	1	252
241	-1.0	1	253
242	1.0	1	254
243	0.0	1	255
244	-1.0	1	256
245	-1.0	1	257
246	-1.0	1	258
247	-1.0	1	259
248	-1.0	1	260
249	1.0	1	261
250	-1.0	1	262
251	-1.0	1	263
252	-1.0	1	264
253	-1.0	1	265
254	1.0	1	266
255	0.0	1	267
256	-1.0	1	268
257	-1.0	1	269
258	1.0	1	270
259	-1.0	1	271
260	-1.0	1	272
261	-1.0	1	273
262	1.0	1	274
263	-1.0	1	275
264	1.0	1	276
265	1.0	1	277
266	-1.0	1	278
267	-1.0	1	279
268	-1.0	1	280
269	-1.0	1	281
270	-1.0	1	282
271	-1.0	1	283
272	0.0	1	284
273	-1.0	1	285
274	-1.0	1	286
275	-1.0	1	287
276	-1.0	1	288
277	-1.0	1	289
278	-1.0	1	290
279	1.0	1	291
280	1.0	1	292
281	-1.0	1	293
282	-1.0	1	294
283	-1.0	1	295
284	1.0	1	296
285	1.0	1	297
286	-1.0	1	298
287	-1.0	1	299
288	-1.0	1	300
289	1.0	1	301
290	1.0	1	302
291	-1.0	1	303
292	1.0	1	304
293	1.0	1	305
294	-1.0	1	306
295	1.0	1	307
296	-1.0	2	309
297	-1.0	1	310
298	-1.0	1	311
299	-1.0	1	312
300	-1.0	1	313
301	-1.0	1	314
302	-1.0	1	315
303	-1.0	1	316
304	-1.0	1	317
305	1.0	1	318
306	1.0	1	319
307	-1.0	1	320
308	-1.0	1	321
309	1.0	1	322
310	1.0	1	323
311	-1.0	1	324
312	-1.0	1	325
313	1.0	1	326
314	1.0	1	327
315	-1.0	1	328
316	1.0	1	329
317	-1.0	1	330
318	1.0	1	331
319	-1.0	1	332
320	-1.0	1	333
321	0.0	1	334
322	-1.0	1	335
323	1.0	1	336
324	-1.0	1	337
325	1.0	1	338
326	-1.0	1	339
327	-1.0	1	340
328	-1.0	1	341
329	-1.0	2	343
330	-1.0	1	344
331	-1.0	1	345
332	-1.0	1	346
333	1.0	1	347
334	1.0	1	348
335	-1.0	1	349
336	-1.0	1	350
337	-1.0	1	351
338	-1.0	1	352
339	1.0	1	353
340	1.0	1	354
341	0.0	1	355
342	-1.0	1	356
343	-1.0	1	357
344	0.0	2	359
345	1.0	1	360
346	-1.0	1	361
347	-1.0	1	362
348	1.0	1	363
349	-1.0	1	364
350	-1.0	1	365
351	-1.0	1	366
352	-1.0	1	367
353	-1.0	1	368
354	0.0	2	370
355	-1.0	2	372
356	1.0	1	373
357	-1.0	1	374
358	-1.0	1	375
359	-1.0	1	376
360	0.0	1	377
361	1.0	1	378
362	-1.0	1	379
363	-1.0	1	380
364	-1.0	1	381
365	-1.0	1	382
366	1.0	1	383
367	-1.0	1	384
368	-1.0	1	385
369	-1.0	1	386
370	-1.0	1	387
371	1.0	1	388
372	-1.0	1	389
373	-1.0	1	390
374	1.0	1	391
375	-1.0	1	392
376	1.0	1	393
377	1.0	1	394
378	-1.0	1	395
379	-1.0	1	396
380	1.0	2	398
381	-1.0	1	399
382	-1.0	1	400
383	-1.0	1	401
384	-1.0	1	402
385	1.0	2	404
386	-1.0	1	405
387	-1.0	1	406
388	-1.0	1	407
389	-1.0	2	409
390	-1.0	1	410
391	-1.0	1	411
392	1.0	1	412
393	-1.0	1	413
394	-1.0	1	414
395	1.0	1	415
396	0.0	1	416
397	-1.0	1	417
398	-1.0	1	418
399	-1.0	1	419
400	-1.0	1	420
401	-1.0	1	421
402	1.0	1	422
403	-1.0	1	423
404	-1.0	1	424
405	0.0	1	425
406	1.0	1	426
407	-1.0	1	427
408	-1.0	1	428
409	1.0	1	429
410	-1.0	1	430
411	0.0	1	431
412	-1.0	1	432
413	-1.0	1	433
414	-1.0	1	434
415	-1.0	1	435
416	1.0	1	436
417	-1.0	1	437
418	1.0	1	438
419	1.0	1	439
420	-1.0	1	440
421	-1.0	1	441
422	1.0	1	442
423	-1.0	1	443
424	1.0	1	444
425	1.0	1	445
426	0.0	1	446
427	1.0	1	447
428	-1.0	1	448
429	1.0	1	449
430	1.0	1	450
431	-1.0	1	451
432	-1.0	1	452
433	-1.0	1	453
434	1.0	1	454
435	1.0	1	455
436	-1.0	1	456
437	-1.0	1	457
438	-1.0	1	458
439	-1.0	1	459
440	-1.0	1	460
441	-1.0	1	461
442	1.0	1	462
443	1.0	2	464
444	-1.0	1	465
445	-1.0	1	466
446	0.0	1	467
447	-1.0	1	468
448	-1.0	1	469
449	1.0	1	470
450	1.0	1	471
451	-1.0	1	472
452	1.0	1	473
453	-1.0	1	474
454	1.0	1	475
455	1.0	1	476
456	-1.0	1	477
457	-1.0	1	478
458	0.0	1	479
459	-1.0	1	480
460	-1.0	1	481
461	-1.0	1	482
462	-1.0	1	483
463	-1.0	1	484
464	-1.0	1	485
465	-1.0	1	486
466	-1.0	1	487
467	-1.0	1	488
468	-1.0	1	489
469	-1.0	1	490
470	-1.0	1	491
471	1.0	1	492
472	-1.0	1	493
473	1.0	1	494
474	-1.0	1	495
475	-1.0	1	496
476	-1.0	1	497
477	-1.0	1	498
478	1.0	1	499
479	-1.0	1	500
480	-1.0	2	502
481	1.0	1	503
482	-1.0	1	504
483	-1.0	1	505
484	-1.0	1	506
485	-1.0	1	507
486	-1.0	1	508
487	-1.0	1	509
488	-1.0	1	510
489	-1.0	1	511
490	1.0	1	512
491	-1.0	1	513
492	-1.0	2	515
493	-1.0	1	516
494	1.0	1	517
495	-1.0	1	518
496	-1.0	1	519
497	-1.0	1	520
498	-1.0	1	521
499	-1.0	1	522
500	-1.0	1	523
501	-1.0	1	524
502	-1.0	1	525
503	-1.0	1	526
504	0.0	1	527
505	0.0	1	528
506	-1.0	1	529
507	-1.0	1	530
508	-1.0	1	531
509	-1.0	1	532
510	-1.0	2	534
511	1.0	1	535
512	-1.0	2	537
513	-1.0	1	538
514	-1.0	1	539
515	-1.0	1	540
516	-1.0	1	541
517	1.0	1	542
518	1.0	2	544
519	-1.0	1	545
520	-1.0	1	546
521	-1.0	1	547
522	-1.0	2	549
523	-1.0	1	550
524	-1.0	1	551
525	-1.0	1	552
526	-1.0	1	553
527	-1.0	1	554
528	0.0	1	555
529	1.0	1	556
530	1.0	1	557
531	1.0	1	558
532	0.0	1	559
533	-1.0	1	560
534	-1.0	1	561
535	1.0	1	562
536	-1.0	2	564
537	-1.0	1	565
538	1.0	1	566
539	1.0	1	567
540	-1.0	1	568
541	-1.0	1	569
542	-1.0	1	570
543	1.0	1	571
544	-1.0	1	572
545	-1.0	1	573
546	-1.0	1	574
547	1.0	1	575
548	-1.0	1	576
549	0.0	1	577
550	-1.0	1	578
551	-1.0	1	579
552	1.0	1	580
553	-1.0	1	581
554	1.0	1	582
555	1.0	1	583
556	-1.0	1	584
557	-1.0	1	585
558	-1.0	1	586
559	1.0	1	587
560	-1.0	1	588
561	-1.0	1	589
562	-1.0	2	591
563	-1.0	1	592
564	-1.0	1	593
565	-1.0	1	594
566	1.0	1	595
567	-1.0	1	596
568	1.0	1	597
569	-1.0	1	598
570	-1.0	1	599
571	1.0	1	600
572	-1.0	1	601
573	-1.0	1	602
574	-1.0	1	603
575	1.0	1	604
576	-1.0	1	605
577	-1.0	1	606
578	-1.0	1	607
579	1.0	1	608
580	-1.0	1	609
581	-1.0	1	610
582	-1.0	1	611
583	-1.0	1	612
584	-1.0	1	613
585	-1.0	2	615
586	-1.0	1	616
587	-1.0	1	617
588	-1.0	1	618
589	-1.0	1	619
590	-1.0	1	620
591	1.0	1	621
592	-1.0	1	622
593	1.0	1	623
594	1.0	1	624
595	-1.0	1	625
596	-1.0	2	627
597	-1.0	2	629
598	-1.0	1	630
599	1.0	1	631
600	-1.0	1	632
601	-1.0	1	633
602	-1.0	1	634
603	-1.0	1	635
604	1.0	1	636
605	-1.0	1	637
606	1.0	1	638
607	1.0	1	639
608	1.0	1	640
609	-1.0	1	641
610	-1.0	1	642
611	1.0	1	643
612	1.0	1	644
613	-1.0	1	645
614	1.0	1	646
615	-1.0	1	647
616	-1.0	1	648
617	-1.0	1	649
618	-1.0	1	650
619	-1.0	1	651
620	-1.0	1	652
621	1.0	1	653
622	-1.0	1	654
623	1.0	1	655
624	-1.0	1	656
625	1.0	1	657
626	-1.0	1	658
627	1.0	1	659
628	1.0	1	660
629	1.0	1	661
630	-1.0	1	662
631	-1.0	1	663
632	1.0	1	664
633	1.0	1	665
634	-1.0	1	666
635	1.0	1	667
636	1.0	1	668
637	-1.0	1	669
638	-1.0	1	670
639	-1.0	1	671
640	-1.0	1	672
641	-1.0	1	673
642	-1.0	1	674
643	-1.0	1	675
644	-1.0	1	676
645	1.0	1	677
646	0.0	1	678
647	-1.0	1	679
648	-1.0	1	680
649	-1.0	1	681
650	-1.0	2	683
651	1.0	1	684
652	1.0	1	685
653	-1.0	1	686
654	-1.0	1	687
655	-1.0	1	688
656	1.0	1	689
657	-1.0	2	691
658	-1.0	1	692
659	0.0	1	693
660	-1.0	1	694
661	1.0	1	695
662	-1.0	1	696
663	1.0	1	697
664	-1.0	1	698
665	-1.0	1	699
666	-1.0	1	700
667	-1.0	1	701
668	1.0	1	702
669	-1.0	1	703
670	1.0	1	704
671	1.0	1	705
672	1.0	1	706
673	-1.0	1	707
674	1.0	1	708
675	-1.0	1	709
676	-1.0	1	710
677	1.0	1	711
678	-1.0	1	712
679	-1.0	1	713
680	1.0	1	714
681	-1.0	1	715
682	1.0	1	716
683	-1.0	1	717
684	-1.0	1	718
685	1.0	1	719
686	1.0	1	720
687	1.0	1	721
688	-1.0	1	722
689	-1.0	1	723
690	-1.0	1	724
691	-1.0	1	725
692	-1.0	1	726
693	0.0	1	727
694	1.0	1	728
695	-1.0	1	729
696	-1.0	1	730
697	-1.0	1	731
698	0.0	1	732
699	-1.0	1	733
700	1.0	1	734
701	1.0	1	735
702	-1.0	1	736
703	1.0	1	737
704	-1.0	1	738
705	0.0	1	739
706	1.0	1	740
707	-1.0	1	741
708	-1.0	1	742
709	1.0	2	744
710	-1.0	1	745
711	-1.0	2	747
712	1.0	1	748
713	1.0	1	749
714	-1.0	1	750
715	-1.0	1	751
716	-1.0	1	752
717	-1.0	1	753
718	-1.0	1	754
719	-1.0	1	755
720	-1.0	1	756
721	-1.0	1	757
722	1.0	1	758
723	0.0	1	759
724	1.0	1	760
725	-1.0	1	761
726	1.0	1	762
727	1.0	1	763
728	-1.0	1	764
729	-1.0	2	766
730	-1.0	1	767
731	-1.0	1	768
732	1.0	1	769
733	-1.0	2	771
734	1.0	1	772
735	-1.0	1	773
736	1.0	1	774
737	-1.0	1	775
738	0.0	1	776
739	-1.0	1	777
740	1.0	1	778
741	0.0	1	779
742	-1.0	1	780
743	1.0	1	781
744	-1.0	2	783
745	-1.0	1	784
746	-1.0	1	785
747	-1.0	1	786
748	-1.0	1	787
749	-1.0	1	788
750	-1.0	1	789
751	-1.0	1	790
752	-1.0	1	791
753	-1.0	1	792
754	-1.0	1	793
755	-1.0	1	794
756	1.0	2	796
757	1.0	1	797
758	-1.0	1	798
759	-1.0	1	799
760	1.0	1	800
761	1.0	1	801
762	-1.0	1	802
763	1.0	1	803
764	-1.0	1	804
765	1.0	1	805
766	0.0	1	806
767	1.0	1	807
768	1.0	1	808
769	-1.0	1	809
770	-1.0	1	810
771	1.0	1	811
772	-1.0	1	812
773	-1.0	1	813
774	1.0	2	815
775	-1.0	1	816
776	-1.0	1	817
777	-1.0	1	818
778	-1.0	1	819
779	-1.0	1	820
780	1.0	1	821
781	1.0	1	822
782	-1.0	1	823
783	-1.0	1	824
784	1.0	1	825
785	-1.0	2	827
786	-1.0	1	828
787	-1.0	1	829
788	1.0	1	830
789	1.0	1	831
790	-1.0	1	832
791	-1.0	1	833
792	-1.0	1	834
793	1.0	1	835
794	-1.0	1	836
795	-1.0	1	837
796	1.0	1	838
797	-1.0	1	839
798	-1.0	1	840
799	-1.0	1	841
800	1.0	1	842
801	-1.0	1	843
802	1.0	1	844
803	-1.0	1	845
804	1.0	1	846
805	1.0	1	847
806	-1.0	1	848
807	-1.0	1	849
808	1.0	1	850
809	-1.0	1	851
810	-1.0	1	852
811	1.0	1	853
812	1.0	1	854
813	-1.0	1	855
814	1.0	1	856
815	0.0	1	857
816	-1.0	1	858
817	-1.0	1	859
818	1.0	1	860
819	-1.0	1	861
820	-1.0	1	862
821	1.0	1	863
822	-1.0	1	864
823	0.0	1	865
824	-1.0	1	866
825	-1.0	1	867
826	1.0	1	868
827	-1.0	1	869
828	1.0	1	870
829	-1.0	1	871
830	1.0	1	872
831	1.0	1	873
832	-1.0	1	874
833	1.0	1	875
834	-1.0	1	876
835	-1.0	1	877
836	-1.0	1	878
837	-1.0	1	879
838	1.0	1	880
839	1.0	1	881
840	1.0	1	882
841	-1.0	1	883
842	-1.0	1	884
843	-1.0	1	885
844	-1.0	1	886
845	1.0	1	887
846	-1.0	1	888
847	1.0	2	890
848	-1.0	1	891
849	1.0	2	893
850	-1.0	1	894
851	1.0	1	895
852	1.0	1	896
853	-1.0	1	897
854	-1.0	1	898
855	1.0	2	900
856	1.0	1	901
857	-1.0	1	902
858	-1.0	1	903
859	-1.0	1	904
860	-1.0	1	905
861	0.0	1	906
862	-1.0	1	907
863	1.0	1	908
864	-1.0	1	909
865	-1.0	1	910
866	1.0	1	911
867	-1.0	1	912
868	-1.0	1	913
869	1.0	1	914
870	1.0	1	915
871	-1.0	1	916
872	-1.0	1	917
873	0.0	1	918
874	-1.0	1	919
875	-1.0	1	920
876	-1.0	1	921
877	-1.0	1	922
878	-1.0	1	923
879	-1.0	1	924
880	1.0	1	925
881	-1.0	1	926
882	1.0	1	927
883	-1.0	1	928
884	-1.0	1	929
885	0.0	1	930
886	1.0	1	931
887	-1.0	1	932
888	-1.0	2	934
889	1.0	1	935
890	-1.0	1	936
891	-1.0	1	937
892	1.0	1	938
893	-1.0	1	939
894	-1.0	1	940
895	-1.0	1	941
896	1.0	1	942
897	-1.0	1	943
898	-1.0	1	944
899	-1.0	2	946
900	-1.0	1	947
901	1.0	2	949
902	-1.0	1	950
903	-1.0	1	951
904	-1.0	1	952
905	1.0	1	953
906	-1.0	1	954
907	1.0	1	955
908	-1.0	1	956
909	0.0	1	957
910	-1.0	1	958
911	1.0	1	959
912	0.0	1	960
913	-1.0	1	961
914	1.0	1	962
915	1.0	1	963
916	-1.0	1	964
917	-1.0	1	965
918	-1.0	1	966
919	-1.0	1	967
920	-1.0	1	968
921	-1.0	1	969
922	1.0	1	970
923	-1.0	1	971
924	1.0	1	972
925	-1.0	1	973
926	-1.0	1	974
927	-1.0	1	975
928	1.0	1	976
929	-1.0	1	977
930	-1.0	1	978
931	1.0	1	979
932	-1.0	1	980
933	1.0	1	981
934	-1.0	1	982
935	1.0	1	983
936	1.0	1	984
937	1.0	1	985
938	-1.0	1	986
939	1.0	1	987
940	1.0	1	988
941	0.0	1	989
942	-1.0	1	990
943	-1.0	1	991
944	1.0	1	992
945	-1.0	1	993
946	-1.0	1	994
947	1.0	1	995
948	-1.0	1	996
949	-1.0	1	997
950	-1.0	1	998
951	-1.0	1	999
952	-1.0	1	1000
953	-1.0	1	1001
954	-1.0	1	1002
955	-1.0	1	1003
956	1.0	1	1004
957	0.0	1	1005
958	-1.0	1	1006
959	-1.0	1	1007
960	-1.0	1	1008
961	1.0	1	1009
962	-1.0	1	1010
963	-1.0	1	1011
964	-1.0	1	1012
965	-1.0	1	1013
966	-1.0	1	1014
967	1.0	1	1015
968	-1.0	1	1016
969	1.0	1	1017
970	1.0	1	1018
971	-1.0	1	1019
972	-1.0	1	1020
973	1.0	1	1021
974	-1.0	1	1022
975	1.0	1	1023
976	1.0	1	1024
977	-1.0	1	1025
978	1.0	1	1026
979	0.0	1	1027
980	1.0	1	1028
981	1.0	1	1029
982	-1.0	2	1031
983	-1.0	2	1033
984	-1.0	1	1034
985	-1.0	1	1035
986	-1.0	1	1036
987	-1.0	1	1037
988	-1.0	1	1038
989	-1.0	1	1039
990	-1.0	1	1040
991	-1.0	1	1041
992	1.0	1	1042
993	1.0	1	1043
994	-1.0	1	1044
995	1.0	1	1045
996	-1.0	1	1046
997	0.0	1	1047
998	1.0	1	1048
999	0.0	1	1049
1000	-1.0	1	1050
1001	-1.0	1	1051
1002	0.0	1	1052
1003	1.0	1	1053
1004	-1.0	1	1054
1005	1.0	1	1055
1006	-1.0	1	1056
1007	1.0	1	1057
1008	1.0	1	1058
1009	-1.0	1	1059
1010	-1.0	1	1060
1011	-1.0	1	1061
1012	1.0	1	1062
1013	-1.0	1	1063
1014	-1.0	1	1064
1015	-1.0	1	1065
1016	-1.0	1	1066
1017	-1.0	1	1067
1018	-1.0	1	1068
1019	1.0	1	1069
1020	1.0	1	1070
1021	-1.0	1	1071
1022	1.0	1	1072
1023	-1.0	1	1073
1024	-1.0	1	1074
1025	-1.0	2	1076
1026	-1.0	1	1077
1027	0.0	1	1078
1028	1.0	1	1079
1029	-1.0	1	1080
1030	-1.0	1	1081
1031	-1.0	1	1082
1032	-1.0	1	1083
1033	-1.0	1	1084
1034	-1.0	1	1085
1035	1.0	1	1086
1036	-1.0	1	1087
1037	-1.0	1	1088
1038	-1.0	1	1089
1039	0.0	1	1090
1040	-1.0	1	1091
1041	1.0	1	1092
1042	1.0	1	1093
1043	-1.0	1	1094
1044	-1.0	1	1095
1045	-1.0	1	1096
1046	1.0	1	1097
1047	-1.0	1	1098
1048	1.0	1	1099
1049	-1.0	1	1100
1050	-1.0	1	1101
1051	1.0	1	1102
1052	-1.0	1	1103
1053	-1.0	1	1104
1054	1.0	1	1105
1055	-1.0	1	1106
1056	-1.0	1	1107
1057	-1.0	1	1108
1058	1.0	1	1109
1059	1.0	1	1110
1060	-1.0	1	1111
1061	1.0	1	1112
1062	1.0	1	1113
1063	-1.0	1	1114
1064	-1.0	1	1115
1065	-1.0	1	1116
1066	-1.0	1	1117
1067	-1.0	1	1118
1068	1.0	1	1119
1069	-1.0	1	1120
1070	1.0	1	1121
1071	1.0	1	1122
1072	-1.0	2	1124
1073	1.0	1	1125
1074	-1.0	1	1126
1075	1.0	1	1127
1076	-1.0	1	1128
1077	-1.0	1	1129
1078	-1.0	1	1130
1079	1.0	1	1131
1080	-1.0	1	1132
1081	1.0	1	1133
1082	-1.0	1	1134
1083	-1.0	1	1135
1084	-1.0	1	1136
1085	-1.0	1	1137
1086	-1.0	1	1138
1087	-1.0	1	1139
1088	-1.0	1	1140
1089	-1.0	1	1141
1090	-1.0	1	1142
1091	0.0	1	1143
1092	-1.0	1	1144
1093	0.0	1	1145
1094	1.0	1	1146
1095	-1.0	1	1147
1096	1.0	1	1148
1097	-1.0	1	1149
1098	-1.0	1	1150
1099	-1.0	1	1151
1100	1.0	2	1153
1101	1.0	1	1154
1102	1.0	1	1155
1103	1.0	1	1156
1104	-1.0	1	1157
1105	0.0	1	1158
1106	1.0	1	1159
1107	-1.0	1	1160
1108	-1.0	1	1161
1109	1.0	1	1162
1110	-1.0	1	1163
1111	1.0	1	1164
1112	-1.0	1	1165
1113	1.0	1	1166
1114	-1.0	1	1167
1115	-1.0	1	1168
1116	-1.0	1	1169
1117	-1.0	1	1170
1118	-1.0	1	1171
1119	1.0	1	1172
1120	-1.0	1	1173
1121	-1.0	1	1174
1122	1.0	1	1175
1123	1.0	1	1176
1124	-1.0	1	1177
1125	1.0	1	1178
1126	1.0	1	1179
1127	1.0	1	1180
1128	1.0	1	1181
1129	0.0	1	1182
1130	-1.0	1	1183
1131	-1.0	1	1184
1132	1.0	1	1185
1133	1.0	1	1186
1134	-1.0	1	1187
1135	1.0	1	1188
1136	-1.0	1	1189
1137	0.0	1	1190
1138	1.0	1	1191
1139	-1.0	1	1192
1140	-1.0	1	1193
1141	-1.0	1	1194
1142	-1.0	1	1195
1143	-1.0	1	1196
1144	-1.0	1	1197
1145	-1.0	1	1198
1146	-1.0	1	1199
1147	1.0	1	1200
1148	-1.0	1	1201
1149	1.0	1	1202
1150	1.0	1	1203
1151	-1.0	1	1204
1152	-1.0	1	1205
1153	-1.0	1	1206
1154	1.0	1	1207
1155	1.0	1	1208
1156	-1.0	1	1209
1157	-1.0	1	1210
1158	-1.0	1	1211
1159	-1.0	1	1212
1160	1.0	1	1213
1161	0.0	2	1215
1162	1.0	1	1216
1163	-1.0	1	1217
1164	1.0	1	1218
1165	1.0	1	1219
1166	-1.0	1	1220
1167	1.0	1	1221
1168	-1.0	2	1223
1169	1.0	1	1224
1170	-1.0	1	1225
1171	1.0	1	1226
1172	1.0	1	1227
1173	-1.0	1	1228
1174	-1.0	1	1229
1175	-1.0	1	1230
1176	-1.0	1	1231
1177	1.0	1	1232
1178	-1.0	1	1233
1179	-1.0	1	1234
1180	-1.0	1	1235
1181	-1.0	1	1236
1182	-1.0	1	1237
1183	-1.0	1	1238
1184	1.0	1	1239
1185	-1.0	1	1240
1186	-1.0	1	1241
1187	0.0	1	1242
1188	-1.0	1	1243
1189	-1.0	1	1244
1190	-1.0	1	1245
1191	1.0	1	1246
1192	-1.0	1	1247
1193	-1.0	1	1248
1194	1.0	1	1249
1195	0.0	1	1250
1196	-1.0	1	1251
1197	-1.0	1	1252
1198	-1.0	1	1253
1199	-1.0	1	1254
1200	1.0	1	1255
1201	-1.0	1	1256
1202	-1.0	1	1257
1203	-1.0	2	1259
1204	1.0	1	1260
1205	1.0	1	1261
1206	-1.0	1	1262
1207	1.0	1	1263
1208	-1.0	1	1264
1209	1.0	1	1265
1210	1.0	1	1266
1211	1.0	1	1267
1212	1.0	1	1268
1213	-1.0	1	1269
1214	-1.0	1	1270
1215	-1.0	1	1271
1216	-1.0	1	1272
1217	1.0	1	1273
1218	-1.0	1	1274
1219	-1.0	1	1275
1220	-1.0	1	1276
1221	-1.0	1	1277
1222	-1.0	1	1278
1223	-1.0	1	1279
1224	-1.0	1	1280
1225	1.0	1	1281
1226	1.0	1	1282
1227	-1.0	2	1284
1228	1.0	1	1285
1229	-1.0	1	1286
1230	1.0	1	1287
1231	1.0	1	1288
1232	-1.0	2	1290
1233	-1.0	1	1291
1234	1.0	1	1292
1235	1.0	1	1293
1236	1.0	2	1295
1237	1.0	1	1296
1238	1.0	1	1297
1239	1.0	1	1298
1240	-1.0	1	1299
1241	-1.0	1	1300
1242	-1.0	1	1301
1243	-1.0	1	1302
1244	-1.0	1	1303
1245	-1.0	1	1304
1246	1.0	1	1305
1247	1.0	1	1306
1248	-1.0	1	1307
1249	-1.0	1	1308
1250	-1.0	1	1309
1251	-1.0	1	1310
1252	1.0	1	1311
1253	1.0	1	1312
1254	1.0	1	1313
1255	1.0	1	1314
1256	-1.0	1	1315
1257	1.0	1	1316
1258	-1.0	1	1317
